cancer_type	gene_symbol_label	n	total_count	freq	percentage	label_text	gene_symbol	pathway	highest_level	highest_level_label	order
GBM	NTRK3 Fus	1	286	0.0034965034965035	0.34965034965035	<1	NTRK3	RTK-RAS	LEVEL_1	LEVEL_1	53
PAAD	NTRK3 Fus	2	384	0.00520833333333333	0.520833333333333	<1	NTRK3	RTK-RAS	LEVEL_1	LEVEL_1	53
THPA	NTRK3 Fus	2	93	0.021505376344086	2.1505376344086	2	NTRK3	RTK-RAS	LEVEL_1	LEVEL_1	53
THPD	NTRK3 Fus	1	60	0.0166666666666667	1.66666666666667	2	NTRK3	RTK-RAS	LEVEL_1	LEVEL_1	53
PRAD	PALB2 Del	7	698	0.0100286532951289	1.00286532951289	1	PALB2	DDR	LEVEL_1	LEVEL_1	55
BLCA	PALB2 Del	2	312	0.00641025641025641	0.641025641025641	<1	PALB2	DDR	LEVEL_3B	LEVEL_3B	55
COAD	PALB2 Del	5	724	0.0069060773480663	0.69060773480663	<1	PALB2	DDR	LEVEL_3B	LEVEL_3B	55
COADREAD	PALB2 Del	1	90	0.0111111111111111	1.11111111111111	1	PALB2	DDR	LEVEL_3B	LEVEL_3B	55
CSCC	PALB2 Del	1	55	0.0181818181818182	1.81818181818182	2	PALB2	DDR	LEVEL_3B	LEVEL_3B	55
GBM	PALB2 Del	3	286	0.0104895104895105	1.04895104895105	1	PALB2	DDR	LEVEL_3B	LEVEL_3B	55
HGSOC	PALB2 Del	1	133	0.0075187969924812	0.75187969924812	<1	PALB2	DDR	LEVEL_3B	LEVEL_3B	55
IDC	PALB2 Del	1	927	0.00107874865156419	0.107874865156419	<1	PALB2	DDR	LEVEL_3B	LEVEL_3B	55
IHCH	PALB2 Del	1	115	0.00869565217391304	0.869565217391304	<1	PALB2	DDR	LEVEL_3B	LEVEL_3B	55
LUAD	PALB2 Del	3	1357	0.00221075902726603	0.221075902726603	<1	PALB2	DDR	LEVEL_3B	LEVEL_3B	55
LUSC	PALB2 Del	1	170	0.00588235294117647	0.588235294117647	<1	PALB2	DDR	LEVEL_3B	LEVEL_3B	55
MCC	PALB2 Del	1	63	0.0158730158730159	1.58730158730159	2	PALB2	DDR	LEVEL_3B	LEVEL_3B	55
MDLC	PALB2 Del	1	56	0.0178571428571429	1.78571428571429	2	PALB2	DDR	LEVEL_3B	LEVEL_3B	55
MFH	PALB2 Del	1	59	0.0169491525423729	1.69491525423729	2	PALB2	DDR	LEVEL_3B	LEVEL_3B	55
READ	PALB2 Del	2	151	0.0132450331125828	1.32450331125828	1	PALB2	DDR	LEVEL_3B	LEVEL_3B	55
SCLC	PALB2 Del	2	82	0.024390243902439	2.4390243902439	2	PALB2	DDR	LEVEL_3B	LEVEL_3B	55
SKCM	PALB2 Del	1	195	0.00512820512820513	0.512820512820513	<1	PALB2	DDR	LEVEL_3B	LEVEL_3B	55
UEC	PALB2 Del	2	95	0.0210526315789474	2.10526315789474	2	PALB2	DDR	LEVEL_3B	LEVEL_3B	55
UTUC	PALB2 Del	2	82	0.024390243902439	2.4390243902439	2	PALB2	DDR	LEVEL_3B	LEVEL_3B	55
GIST	PDGFRA	9	137	0.0656934306569343	6.56934306569343	7	PDGFRA	RTK-RAS	LEVEL_1	LEVEL_1	59
AASTR	PDGFRA	2	86	0.0232558139534884	2.32558139534884	2	PDGFRA	RTK-RAS	LEVEL_3B	LEVEL_3B	59
GBM	PDGFRA	5	286	0.0174825174825175	1.74825174825175	2	PDGFRA	RTK-RAS	LEVEL_3B	LEVEL_3B	59
LUSC	PDGFRA	1	170	0.00588235294117647	0.588235294117647	<1	PDGFRA	RTK-RAS	LEVEL_3B	LEVEL_3B	59
NBL	PDGFRA	1	80	0.0125	1.25	1	PDGFRA	RTK-RAS	LEVEL_3B	LEVEL_3B	59
UEC	PDGFRA	1	95	0.0105263157894737	1.05263157894737	1	PDGFRA	RTK-RAS	LEVEL_3B	LEVEL_3B	59
IDC	PIK3CA	291	927	0.313915857605178	31.3915857605178	31	PIK3CA	PI3K	LEVEL_1	LEVEL_1	63
ILC	PIK3CA	92	190	0.484210526315789	48.4210526315789	48	PIK3CA	PI3K	LEVEL_1	LEVEL_1	63
MDLC	PIK3CA	23	56	0.410714285714286	41.0714285714286	41	PIK3CA	PI3K	LEVEL_1	LEVEL_1	63
AASTR	PIK3CA	6	86	0.0697674418604651	6.97674418604651	7	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
ACYC	PIK3CA	7	73	0.0958904109589041	9.58904109589041	10	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
BLCA	PIK3CA	65	312	0.208333333333333	20.8333333333333	21	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
BMGCT	PIK3CA	2	70	0.0285714285714286	2.85714285714286	3	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
CCRCC	PIK3CA	10	202	0.0495049504950495	4.95049504950495	5	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
CHOL	PIK3CA	6	57	0.105263157894737	10.5263157894737	11	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
COAD	PIK3CA	142	724	0.196132596685083	19.6132596685083	20	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
COADREAD	PIK3CA	14	90	0.155555555555556	15.5555555555556	16	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
CSCC	PIK3CA	9	55	0.163636363636364	16.3636363636364	16	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
CUP	PIK3CA	15	146	0.102739726027397	10.2739726027397	10	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
ESCA	PIK3CA	7	112	0.0625	6.25	6	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
GBM	PIK3CA	33	286	0.115384615384615	11.5384615384615	12	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
GIST	PIK3CA	2	137	0.0145985401459854	1.45985401459854	1	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
HGSOC	PIK3CA	5	133	0.037593984962406	3.7593984962406	4	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
IHCH	PIK3CA	5	115	0.0434782608695652	4.34782608695652	4	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
LUAD	PIK3CA	80	1357	0.0589535740604274	5.89535740604274	6	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
LUSC	PIK3CA	13	170	0.0764705882352941	7.64705882352941	8	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
MCC	PIK3CA	1	63	0.0158730158730159	1.58730158730159	2	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
MFH	PIK3CA	5	59	0.0847457627118644	8.47457627118644	8	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
PAAD	PIK3CA	8	384	0.0208333333333333	2.08333333333333	2	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
PRAD	PIK3CA	17	698	0.0243553008595989	2.43553008595989	2	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
READ	PIK3CA	11	151	0.0728476821192053	7.28476821192053	7	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
SCLC	PIK3CA	2	82	0.024390243902439	2.4390243902439	2	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
SEM	PIK3CA	2	76	0.0263157894736842	2.63157894736842	3	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
SKCM	PIK3CA	4	195	0.0205128205128205	2.05128205128205	2	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
STAD	PIK3CA	9	151	0.0596026490066225	5.96026490066225	6	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
THPA	PIK3CA	4	93	0.043010752688172	4.3010752688172	4	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
THPD	PIK3CA	3	60	0.05	5	5	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
UEC	PIK3CA	35	95	0.368421052631579	36.8421052631579	37	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
ULMS	PIK3CA	2	57	0.0350877192982456	3.50877192982456	4	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
URCC	PIK3CA	3	54	0.0555555555555556	5.55555555555556	6	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
UTUC	PIK3CA	17	82	0.207317073170732	20.7317073170732	21	PIK3CA	PI3K	LEVEL_3B	LEVEL_3B	63
PRAD	RAD51B Del	4	698	0.00573065902578797	0.573065902578797	<1	RAD51B	DDR	LEVEL_1	LEVEL_1	65
GBM	RAD51B Del	2	286	0.00699300699300699	0.699300699300699	<1	RAD51B	DDR	LEVEL_3B	LEVEL_3B	65
GIST	RAD51B Del	1	137	0.0072992700729927	0.72992700729927	<1	RAD51B	DDR	LEVEL_3B	LEVEL_3B	65
IDC	RAD51B Del	2	927	0.00215749730312837	0.215749730312837	<1	RAD51B	DDR	LEVEL_3B	LEVEL_3B	65
LUAD	RAD51B Del	2	1357	0.00147383935151069	0.147383935151069	<1	RAD51B	DDR	LEVEL_3B	LEVEL_3B	65
SKCM	RAD51B Del	1	195	0.00512820512820513	0.512820512820513	<1	RAD51B	DDR	LEVEL_3B	LEVEL_3B	65
ULMS	RAD51B Del	2	57	0.0350877192982456	3.50877192982456	4	RAD51B	DDR	LEVEL_3B	LEVEL_3B	65
CCRCC	RAD51C Del	1	202	0.00495049504950495	0.495049504950495	<1	RAD51C	DDR	LEVEL_3B	LEVEL_3B	67
GBM	RAD51C Del	1	286	0.0034965034965035	0.34965034965035	<1	RAD51C	DDR	LEVEL_3B	LEVEL_3B	67
IDC	RAD51C Del	5	927	0.00539374325782093	0.539374325782093	<1	RAD51C	DDR	LEVEL_3B	LEVEL_3B	67
ILC	RAD51C Del	2	190	0.0105263157894737	1.05263157894737	1	RAD51C	DDR	LEVEL_3B	LEVEL_3B	67
LUAD	RAD51C Del	1	1357	0.000736919675755343	0.0736919675755343	<1	RAD51C	DDR	LEVEL_3B	LEVEL_3B	67
SKCM	RAD51C Del	1	195	0.00512820512820513	0.512820512820513	<1	RAD51C	DDR	LEVEL_3B	LEVEL_3B	67
GBM	RAD51D Del	1	286	0.0034965034965035	0.34965034965035	<1	RAD51D	DDR	LEVEL_3B	LEVEL_3B	69
GIST	RAD51D Del	1	137	0.0072992700729927	0.72992700729927	<1	RAD51D	DDR	LEVEL_3B	LEVEL_3B	69
HGSOC	RAD51D Del	1	133	0.0075187969924812	0.75187969924812	<1	RAD51D	DDR	LEVEL_3B	LEVEL_3B	69
IDC	RAD51D Del	2	927	0.00215749730312837	0.215749730312837	<1	RAD51D	DDR	LEVEL_3B	LEVEL_3B	69
PAAD	RAD51D Del	1	384	0.00260416666666667	0.260416666666667	<1	RAD51D	DDR	LEVEL_3B	LEVEL_3B	69
SCLC	RAD51D Del	1	82	0.0121951219512195	1.21951219512195	1	RAD51D	DDR	LEVEL_3B	LEVEL_3B	69
STAD	RAD51D Del	1	151	0.00662251655629139	0.662251655629139	<1	RAD51D	DDR	LEVEL_3B	LEVEL_3B	69
ULMS	RAD51D Del	1	57	0.0175438596491228	1.75438596491228	2	RAD51D	DDR	LEVEL_3B	LEVEL_3B	69
CHOL	RAD54L	1	57	0.0175438596491228	1.75438596491228	2	RAD54L	DDR	LEVEL_3B	LEVEL_3B	71
LUAD	RET Fus	19	1357	0.0140014738393515	1.40014738393515	1	RET	RTK-RAS	LEVEL_1	LEVEL_1	73
THPA	RET Fus	5	93	0.0537634408602151	5.37634408602151	5	RET	RTK-RAS	LEVEL_1	LEVEL_1	73
THPD	RET Fus	3	60	0.05	5	5	RET	RTK-RAS	LEVEL_1	LEVEL_1	73
COAD	RET	1	724	0.00138121546961326	0.138121546961326	<1	RET	RTK-RAS	LEVEL_3B	LEVEL_3B	73
COAD	RET Fus	1	724	0.00138121546961326	0.138121546961326	<1	RET	RTK-RAS	LEVEL_3B	LEVEL_3B	73
CUP	RET	3	146	0.0205479452054795	2.05479452054794	2	RET	RTK-RAS	LEVEL_3B	LEVEL_3B	73
IDC	RET	1	927	0.00107874865156419	0.107874865156419	<1	RET	RTK-RAS	LEVEL_3B	LEVEL_3B	73
LUAD	RET	2	1357	0.00147383935151069	0.147383935151069	<1	RET	RTK-RAS	LEVEL_3B	LEVEL_3B	73
LUSC	RET	1	170	0.00588235294117647	0.588235294117647	<1	RET	RTK-RAS	LEVEL_3B	LEVEL_3B	73
PRAD	RET	1	698	0.00143266475644699	0.143266475644699	<1	RET	RTK-RAS	LEVEL_3B	LEVEL_3B	73
PRAD	RET Fus	1	698	0.00143266475644699	0.143266475644699	<1	RET	RTK-RAS	LEVEL_3B	LEVEL_3B	73
READ	RET	1	151	0.00662251655629139	0.662251655629139	<1	RET	RTK-RAS	LEVEL_3B	LEVEL_3B	73
STAD	RET	1	151	0.00662251655629139	0.662251655629139	<1	RET	RTK-RAS	LEVEL_3B	LEVEL_3B	73
STAD	RET Fus	1	151	0.00662251655629139	0.662251655629139	<1	RET	RTK-RAS	LEVEL_3B	LEVEL_3B	73
LUAD	ROS1 Fus	30	1357	0.0221075902726603	2.21075902726603	2	ROS1	RTK-RAS	LEVEL_1	LEVEL_1	75
BLCA	ROS1 Fus	1	312	0.00320512820512821	0.32051282051282	<1	ROS1	RTK-RAS	LEVEL_3B	LEVEL_3B	75
CUP	ROS1 Fus	1	146	0.00684931506849315	0.684931506849315	<1	ROS1	RTK-RAS	LEVEL_3B	LEVEL_3B	75
PAAD	ROS1 Fus	1	384	0.00260416666666667	0.260416666666667	<1	ROS1	RTK-RAS	LEVEL_3B	LEVEL_3B	75
STAD	ROS1 Fus	1	151	0.00662251655629139	0.662251655629139	<1	ROS1	RTK-RAS	LEVEL_3B	LEVEL_3B	75
AASTR	SMARCB1 Del	1	86	0.0116279069767442	1.16279069767442	1	SMARCB1	EPI	LEVEL_3B	LEVEL_3B	77
CUP	SMARCB1 Del	1	146	0.00684931506849315	0.684931506849315	<1	SMARCB1	EPI	LEVEL_3B	LEVEL_3B	77
GBM	SMARCB1 Del	1	286	0.0034965034965035	0.34965034965035	<1	SMARCB1	EPI	LEVEL_3B	LEVEL_3B	77
HGSOC	SMARCB1 Del	1	133	0.0075187969924812	0.75187969924812	<1	SMARCB1	EPI	LEVEL_3B	LEVEL_3B	77
LUAD	SMARCB1 Del	1	1357	0.000736919675755343	0.0736919675755343	<1	SMARCB1	EPI	LEVEL_3B	LEVEL_3B	77
PANET	SMARCB1 Del	1	75	0.0133333333333333	1.33333333333333	1	SMARCB1	EPI	LEVEL_3B	LEVEL_3B	77
PRAD	SMARCB1 Del	4	698	0.00573065902578797	0.573065902578797	<1	SMARCB1	EPI	LEVEL_3B	LEVEL_3B	77
BLCA	SMARCB1 Del	3	312	0.00961538461538462	0.961538461538462	<1	SMARCB1	EPI	LEVEL_4	LEVEL_4	77
CCRCC	SMARCB1 Del	1	202	0.00495049504950495	0.495049504950495	<1	SMARCB1	EPI	LEVEL_4	LEVEL_4	77
CHOL	SMARCB1 Del	1	57	0.0175438596491228	1.75438596491228	2	SMARCB1	EPI	LEVEL_4	LEVEL_4	77
COAD	SMARCB1 Del	1	724	0.00138121546961326	0.138121546961326	<1	SMARCB1	EPI	LEVEL_4	LEVEL_4	77
COADREAD	SMARCB1 Del	2	90	0.0222222222222222	2.22222222222222	2	SMARCB1	EPI	LEVEL_4	LEVEL_4	77
ESCA	SMARCB1 Del	1	112	0.00892857142857143	0.892857142857143	<1	SMARCB1	EPI	LEVEL_4	LEVEL_4	77
HCC	SMARCB1 Del	1	85	0.0117647058823529	1.17647058823529	1	SMARCB1	EPI	LEVEL_4	LEVEL_4	77
IDC	SMARCB1 Del	3	927	0.00323624595469256	0.323624595469256	<1	SMARCB1	EPI	LEVEL_4	LEVEL_4	77
IHCH	SMARCB1 Del	2	115	0.0173913043478261	1.73913043478261	2	SMARCB1	EPI	LEVEL_4	LEVEL_4	77
MCC	SMARCB1 Del	1	63	0.0158730158730159	1.58730158730159	2	SMARCB1	EPI	LEVEL_4	LEVEL_4	77
MFH	SMARCB1 Del	1	59	0.0169491525423729	1.69491525423729	2	SMARCB1	EPI	LEVEL_4	LEVEL_4	77
PAAD	SMARCB1 Del	1	384	0.00260416666666667	0.260416666666667	<1	SMARCB1	EPI	LEVEL_4	LEVEL_4	77
READ	SMARCB1 Del	1	151	0.00662251655629139	0.662251655629139	<1	SMARCB1	EPI	LEVEL_4	LEVEL_4	77
STAD	SMARCB1 Del	1	151	0.00662251655629139	0.662251655629139	<1	SMARCB1	EPI	LEVEL_4	LEVEL_4	77
THPA	SMARCB1 Del	1	93	0.010752688172043	1.0752688172043	1	SMARCB1	EPI	LEVEL_4	LEVEL_4	77
UEC	SMARCB1 Del	1	95	0.0105263157894737	1.05263157894737	1	SMARCB1	EPI	LEVEL_4	LEVEL_4	77
URCC	SMARCB1 Del	4	54	0.0740740740740741	7.40740740740741	7	SMARCB1	EPI	LEVEL_4	LEVEL_4	77
UTUC	SMARCB1 Del	1	82	0.0121951219512195	1.21951219512195	1	SMARCB1	EPI	LEVEL_4	LEVEL_4	77
AASTR	TSC1 Del	2	86	0.0232558139534884	2.32558139534884	2	TSC1	PI3K	LEVEL_3B	LEVEL_3B	79
BLCA	TSC1 Del	21	312	0.0673076923076923	6.73076923076923	7	TSC1	PI3K	LEVEL_3B	LEVEL_3B	79
CCRCC	TSC1 Del	10	202	0.0495049504950495	4.95049504950495	5	TSC1	PI3K	LEVEL_3B	LEVEL_3B	79
COAD	TSC1 Del	8	724	0.0110497237569061	1.10497237569061	1	TSC1	PI3K	LEVEL_3B	LEVEL_3B	79
COADREAD	TSC1 Del	1	90	0.0111111111111111	1.11111111111111	1	TSC1	PI3K	LEVEL_3B	LEVEL_3B	79
CUP	TSC1 Del	1	146	0.00684931506849315	0.684931506849315	<1	TSC1	PI3K	LEVEL_3B	LEVEL_3B	79
GBM	TSC1 Del	4	286	0.013986013986014	1.3986013986014	1	TSC1	PI3K	LEVEL_3B	LEVEL_3B	79
GIST	TSC1 Del	3	137	0.0218978102189781	2.18978102189781	2	TSC1	PI3K	LEVEL_3B	LEVEL_3B	79
IDC	TSC1 Del	3	927	0.00323624595469256	0.323624595469256	<1	TSC1	PI3K	LEVEL_3B	LEVEL_3B	79
IHCH	TSC1 Del	2	115	0.0173913043478261	1.73913043478261	2	TSC1	PI3K	LEVEL_3B	LEVEL_3B	79
LUAD	TSC1 Del	6	1357	0.00442151805453206	0.442151805453206	<1	TSC1	PI3K	LEVEL_3B	LEVEL_3B	79
LUSC	TSC1 Del	4	170	0.0235294117647059	2.35294117647059	2	TSC1	PI3K	LEVEL_3B	LEVEL_3B	79
PANET	TSC1 Del	3	75	0.04	4	4	TSC1	PI3K	LEVEL_3B	LEVEL_3B	79
PRAD	TSC1 Del	1	698	0.00143266475644699	0.143266475644699	<1	TSC1	PI3K	LEVEL_3B	LEVEL_3B	79
READ	TSC1 Del	1	151	0.00662251655629139	0.662251655629139	<1	TSC1	PI3K	LEVEL_3B	LEVEL_3B	79
SKCM	TSC1 Del	1	195	0.00512820512820513	0.512820512820513	<1	TSC1	PI3K	LEVEL_3B	LEVEL_3B	79
STAD	TSC1 Del	2	151	0.0132450331125828	1.32450331125828	1	TSC1	PI3K	LEVEL_3B	LEVEL_3B	79
UEC	TSC1 Del	2	95	0.0210526315789474	2.10526315789474	2	TSC1	PI3K	LEVEL_3B	LEVEL_3B	79
URCC	TSC1 Del	6	54	0.111111111111111	11.1111111111111	11	TSC1	PI3K	LEVEL_3B	LEVEL_3B	79
UTUC	TSC1 Del	5	82	0.0609756097560976	6.09756097560976	6	TSC1	PI3K	LEVEL_3B	LEVEL_3B	79
ACYC	TSC2 Del	1	73	0.0136986301369863	1.36986301369863	1	TSC2	PI3K	LEVEL_3B	LEVEL_3B	81
BLCA	TSC2 Del	1	312	0.00320512820512821	0.32051282051282	<1	TSC2	PI3K	LEVEL_3B	LEVEL_3B	81
COAD	TSC2 Del	5	724	0.0069060773480663	0.69060773480663	<1	TSC2	PI3K	LEVEL_3B	LEVEL_3B	81
CSCC	TSC2 Del	1	55	0.0181818181818182	1.81818181818182	2	TSC2	PI3K	LEVEL_3B	LEVEL_3B	81
CUP	TSC2 Del	1	146	0.00684931506849315	0.684931506849315	<1	TSC2	PI3K	LEVEL_3B	LEVEL_3B	81
GBM	TSC2 Del	5	286	0.0174825174825175	1.74825174825175	2	TSC2	PI3K	LEVEL_3B	LEVEL_3B	81
HCC	TSC2 Del	8	85	0.0941176470588235	9.41176470588235	9	TSC2	PI3K	LEVEL_3B	LEVEL_3B	81
HGSOC	TSC2 Del	4	133	0.0300751879699248	3.00751879699248	3	TSC2	PI3K	LEVEL_3B	LEVEL_3B	81
IDC	TSC2 Del	3	927	0.00323624595469256	0.323624595469256	<1	TSC2	PI3K	LEVEL_3B	LEVEL_3B	81
LUAD	TSC2 Del	6	1357	0.00442151805453206	0.442151805453206	<1	TSC2	PI3K	LEVEL_3B	LEVEL_3B	81
MCC	TSC2 Del	1	63	0.0158730158730159	1.58730158730159	2	TSC2	PI3K	LEVEL_3B	LEVEL_3B	81
MFH	TSC2 Del	2	59	0.0338983050847458	3.38983050847458	3	TSC2	PI3K	LEVEL_3B	LEVEL_3B	81
PANET	TSC2 Del	4	75	0.0533333333333333	5.33333333333333	5	TSC2	PI3K	LEVEL_3B	LEVEL_3B	81
PRAD	TSC2 Del	2	698	0.00286532951289398	0.286532951289398	<1	TSC2	PI3K	LEVEL_3B	LEVEL_3B	81
READ	TSC2 Del	1	151	0.00662251655629139	0.662251655629139	<1	TSC2	PI3K	LEVEL_3B	LEVEL_3B	81
SCLC	TSC2 Del	1	82	0.0121951219512195	1.21951219512195	1	TSC2	PI3K	LEVEL_3B	LEVEL_3B	81
SKCM	TSC2 Del	1	195	0.00512820512820513	0.512820512820513	<1	TSC2	PI3K	LEVEL_3B	LEVEL_3B	81
UEC	TSC2 Del	4	95	0.0421052631578947	4.21052631578947	4	TSC2	PI3K	LEVEL_3B	LEVEL_3B	81
URCC	TSC2 Del	1	54	0.0185185185185185	1.85185185185185	2	TSC2	PI3K	LEVEL_3B	LEVEL_3B	81
UTUC	TSC2 Del	2	82	0.024390243902439	2.4390243902439	2	TSC2	PI3K	LEVEL_3B	LEVEL_3B	81
AASTR	CDK4 Amp	15	86	0.174418604651163	17.4418604651163	17	CDK4	CC	LEVEL_3B	LEVEL_3B	83
ACYC	CDK4 Amp	1	73	0.0136986301369863	1.36986301369863	1	CDK4	CC	LEVEL_3B	LEVEL_3B	83
BLCA	CDK4 Amp	4	312	0.0128205128205128	1.28205128205128	1	CDK4	CC	LEVEL_3B	LEVEL_3B	83
BMGCT	CDK4 Amp	1	70	0.0142857142857143	1.42857142857143	1	CDK4	CC	LEVEL_3B	LEVEL_3B	83
CUP	CDK4 Amp	3	146	0.0205479452054795	2.05479452054794	2	CDK4	CC	LEVEL_3B	LEVEL_3B	83
ESCA	CDK4 Amp	1	112	0.00892857142857143	0.892857142857143	<1	CDK4	CC	LEVEL_3B	LEVEL_3B	83
GBM	CDK4 Amp	39	286	0.136363636363636	13.6363636363636	14	CDK4	CC	LEVEL_3B	LEVEL_3B	83
GIST	CDK4 Amp	1	137	0.0072992700729927	0.72992700729927	<1	CDK4	CC	LEVEL_3B	LEVEL_3B	83
HGSOC	CDK4 Amp	1	133	0.0075187969924812	0.75187969924812	<1	CDK4	CC	LEVEL_3B	LEVEL_3B	83
IDC	CDK4 Amp	16	927	0.017259978425027	1.7259978425027	2	CDK4	CC	LEVEL_3B	LEVEL_3B	83
ILC	CDK4 Amp	1	190	0.00526315789473684	0.526315789473684	<1	CDK4	CC	LEVEL_3B	LEVEL_3B	83
LUAD	CDK4 Amp	63	1357	0.0464259395725866	4.64259395725866	5	CDK4	CC	LEVEL_3B	LEVEL_3B	83
MFH	CDK4 Amp	1	59	0.0169491525423729	1.69491525423729	2	CDK4	CC	LEVEL_3B	LEVEL_3B	83
NBL	CDK4 Amp	2	80	0.025	2.5	2	CDK4	CC	LEVEL_3B	LEVEL_3B	83
PAAD	CDK4 Amp	3	384	0.0078125	0.78125	<1	CDK4	CC	LEVEL_3B	LEVEL_3B	83
PRAD	CDK4 Amp	5	698	0.00716332378223496	0.716332378223496	<1	CDK4	CC	LEVEL_3B	LEVEL_3B	83
SEM	CDK4 Amp	1	76	0.0131578947368421	1.31578947368421	1	CDK4	CC	LEVEL_3B	LEVEL_3B	83
SKCM	CDK4 Amp	2	195	0.0102564102564103	1.02564102564103	1	CDK4	CC	LEVEL_3B	LEVEL_3B	83
STAD	CDK4 Amp	1	151	0.00662251655629139	0.662251655629139	<1	CDK4	CC	LEVEL_3B	LEVEL_3B	83
ULMS	CDK4 Amp	3	57	0.0526315789473684	5.26315789473684	5	CDK4	CC	LEVEL_3B	LEVEL_3B	83
UTUC	CDK4 Amp	1	82	0.0121951219512195	1.21951219512195	1	CDK4	CC	LEVEL_3B	LEVEL_3B	83
AASTR	CDKN2A Del	22	86	0.255813953488372	25.5813953488372	26	CDKN2A	CC	LEVEL_4	LEVEL_4	85
ACYC	CDKN2A Del	2	73	0.0273972602739726	2.73972602739726	3	CDKN2A	CC	LEVEL_4	LEVEL_4	85
BLCA	CDKN2A Del	71	312	0.227564102564103	22.7564102564103	23	CDKN2A	CC	LEVEL_4	LEVEL_4	85
BMGCT	CDKN2A Del	1	70	0.0142857142857143	1.42857142857143	1	CDKN2A	CC	LEVEL_4	LEVEL_4	85
CCRCC	CDKN2A Del	5	202	0.0247524752475248	2.47524752475248	2	CDKN2A	CC	LEVEL_4	LEVEL_4	85
CHOL	CDKN2A Del	6	57	0.105263157894737	10.5263157894737	11	CDKN2A	CC	LEVEL_4	LEVEL_4	85
COAD	CDKN2A Del	17	724	0.0234806629834254	2.34806629834254	2	CDKN2A	CC	LEVEL_4	LEVEL_4	85
COADREAD	CDKN2A Del	2	90	0.0222222222222222	2.22222222222222	2	CDKN2A	CC	LEVEL_4	LEVEL_4	85
CSCC	CDKN2A Del	26	55	0.472727272727273	47.2727272727273	47	CDKN2A	CC	LEVEL_4	LEVEL_4	85
CUP	CDKN2A Del	25	146	0.171232876712329	17.1232876712329	17	CDKN2A	CC	LEVEL_4	LEVEL_4	85
ESCA	CDKN2A Del	28	112	0.25	25	25	CDKN2A	CC	LEVEL_4	LEVEL_4	85
GBM	CDKN2A Del	151	286	0.527972027972028	52.7972027972028	53	CDKN2A	CC	LEVEL_4	LEVEL_4	85
GIST	CDKN2A Del	29	137	0.211678832116788	21.1678832116788	21	CDKN2A	CC	LEVEL_4	LEVEL_4	85
HCC	CDKN2A Del	1	85	0.0117647058823529	1.17647058823529	1	CDKN2A	CC	LEVEL_4	LEVEL_4	85
HGSOC	CDKN2A Del	2	133	0.0150375939849624	1.50375939849624	2	CDKN2A	CC	LEVEL_4	LEVEL_4	85
IDC	CDKN2A Del	32	927	0.0345199568500539	3.45199568500539	3	CDKN2A	CC	LEVEL_4	LEVEL_4	85
IHCH	CDKN2A Del	8	115	0.0695652173913043	6.95652173913043	7	CDKN2A	CC	LEVEL_4	LEVEL_4	85
ILC	CDKN2A Del	4	190	0.0210526315789474	2.10526315789474	2	CDKN2A	CC	LEVEL_4	LEVEL_4	85
LUAD	CDKN2A Del	173	1357	0.127487103905674	12.7487103905674	13	CDKN2A	CC	LEVEL_4	LEVEL_4	85
LUSC	CDKN2A Del	47	170	0.276470588235294	27.6470588235294	28	CDKN2A	CC	LEVEL_4	LEVEL_4	85
MCC	CDKN2A Del	4	63	0.0634920634920635	6.34920634920635	6	CDKN2A	CC	LEVEL_4	LEVEL_4	85
